4917062,2017778,12893740,3135730,6793864,9610871,6871152,5507381,4741178,10650152,5312337,3764168,5132443,1496151,6086101,7969947,12730208,3952344,10185000,6202129,7417513,8079567,5359374,7064336,12283868,4182359,6908025,3259385,3260162,2587399,2912925,3981208,7752395,10699257,13552968,10100004,5670557,7691254,8067391,8159088,10265908,8309738,3409255,6174020,2152664,4266913,1639048,6855950,7920856,9021765,5443427,2659997,3315828,3620033,7874545,10131677,11197625,5686361,4242500,6785050,5451696,2660043,2423118,7155743,6391197,7599242,3153547,7817629,2720126,2967929,3845694,1245529,9344706,5793306,8252032,5191070,5673174,4588572,2350158,5302716,5367747,12568198,4238241,12900519,1985187,12218840,9933762,10854052,953855,4549637,9468913,2243615,6970318,5779471,4392295,8060822,3891816,681871,2165490,8924468
4568275,8027579,5306302,4876755,7290370,6546280,5041512,8381602,3382293,2606299,4830313,3937111,3424624,4213440,4479835,3222161,4207693,4821494,3844298,3744109,3264724,4624755,5498095,4715718,5077210,4116811,3404927,4361853,5093214,3980480,3136335,4974581,5094595,3593141,5945826,5955115,2845059,3338301,4026949,4208826,5575606,2572318,4990839,5897458,3190711,4374047,3377346,6107622,5750062,4929354,3668406,3164334,3693380,4778940,4256654,4852949,4252963,4241416,3065203,3213533,3656773,3905338,3191923,3867680,3233740,6581969,3207331,3506660,3359885,4533094,2882952,2686868,4648756,4114439,4453116,4126891,4065242,5538982,3196088,4577677,6630824,4330590,4077059,3482660,4361355,4241743,4860613,2929659,3489021,3759684,4047707,5809622,3501424,6001546,4094017,2977324,3744417,3906948,4267211,5271176


295742,113265,192427,113936,177346,306664,215538,180377,338134,189351,340645,113867,337277,311136,55892,101818,209329,320504,187026,212876,175902,270262,280317,161865,62086,255443,520001,130176,153349,307215,183562,376314,401336,180333,378693,24618,334004,152290,346132,231137,347969,343907,312909,192640,179056,122216,475996,376493,176758,546569,112828,214568,222919,174468,138628,194559,294088,234745,126789,332283,108007,334062,218419,248976,140300,375955,422903,217728,144269,236150,499652,175100,356570,257298,166263,200023,142657,584662,77514,358555,334458,178301,229453,162260,250727,474096,275215,670024,300989,78647,83134,216600,366612,517602,186701,413990,553239,684768,351587,259354
398510,746050,179175,484594,691676,752295,523925,1045162,394776,839372,641924,179840,241922,279848,1007836,189225,747978,185712,955075,203151,338315,538487,351354,674605,204759,177068,662263,387051,257659,405450,479569,245922,888359,455929,348070,564606,603730,175284,212612,190453,909344,228393,104650,468635,1327458,721746,325892,987905,383851,243465,942697,1105190,528380,80236,93746,388483,429649,958038,611156,321746,616003,337707,626645,633316,362403,363643,451026,342167,84387,548398,389467,208039,257176,669422,426891,54461,367976,456975,371437,108412,837145,479087,579864,183888,380860,141459,108690,869880,130736,522054,366791,287448,783538,267531,1065814,61463,383193,124148,414002,391088
876496,1672379,314092,469028,892127,376382,805978,2229153,715790,1260811,588580,1080356,1024891,547558,768220,745371,468460,1061870,793138,321470,614679,588850,961902,543241,1712354,501931,854789,894190,1130357,1390356,1233835,1212650,760008,932666,561536,734621,1071817,767798,562387,594114,298827,546611,732359,909703,1164186,820681,335079,1313707,803764,348605,770868,482756,545156,290942,650467,202095,1327902,374710,286203,288891,689750,1366199,1390030,1176337,1072558,1005257,1257934,748303,1874170,652964,665116,1241872,346518,1134718,669410,819649,1210244,732530,750030,884215,227231,1509514,792046,852014,1039930,191805,1119101,334605,849781,1287382,691012,1948273,603625,551384,742131,274856,1167770,1261484,559756,59187
810712,670095,2648435,316887,3274280,656279,713226,2427210,2083433,1307436,2062649,983925,1878786,1798609,4723863,2403877,1356670,1071956,1590798,2465112,2584591,1486208,1589885,1402460,905060,1312970,1354071,1486301,1071402,1203073,620426,2548334,2076923,3392285,1008773,2539607,1778911,577631,633707,3105760,955586,2686455,3104133,2905391,1657368,1826689,962031,3122220,2248271,1232688,3362604,2959105,861798,166328,3831723,3091281,968249,2756647,1233813,1516263,1914534,1869102,1751192,1628959,1009407,2598805,1193282,1886299,1015172,821642,2973382,409909,3231098,774221,1279491,1182884,3025988,1499772,2715995,840900,2734074,3372534,1965559,452611,2212437,1843904,1186160,2909478,2701580,1490811,917837,1421815,781786,718745,2741371,1586242,1402925,456566,1786994,2562281
1868687,6859994,818475,4169584,3667474,1670355,668389,4052810,2489772,4558459,840129,2464149,3361225,4843002,495871,3958009,1330792,1640162,3749923,7663087,5766141,6880166,4290108,2380850,1307116,5743078,4599795,6205494,5033987,1842757,5114667,2216251,2296635,1099342,658202,2804775,3051764,4119393,6447883,2331285,1149495,2202786,2805777,1238814,2615973,2530284,937004,3114759,4364537,7004699,5726028,2025062,3459652,6893746,6811562,6110339,1635102,1830364,5804593,2086713,8498455,1344053,1785529,4275897,3785065,3102887,3953327,956606,4357026,3489577,5952469,5314152,429980,4883024,3688933,4230275,2774174,1954286,3048229,3437465,4924198,3412934,7138217,3939878,643400,2728444,5655361,2728518,4234483,5346838,440995,886327,1953800,8009906,3651139,4184155,3712048,1504502,7884002,2886623
5427482,16197935,6658376,12525879,18560701,14499141,3919911,9761083,6579853,4695290,6589653,9589380,2664200,3415057,16052004,4589027,5428089,8789890,3450184,6714011,4290987,10452721,6621937,7009002,11244052,8382258,10315890,6255487,4379304,3808498,8179612,2092227,7860588,2996415,6270108,11723964,7218961,5608833,2613197,3966308,4202427,11786866,7898135,11277236,4973742,14262994,6519267,2084418,9081753,8670876,1924792,1927477,6180083,21851132,2380202,2564282,2726084,9409109,18555413,12775435,13366903,18906820,5242112,14750071,8038877,15194628,3772542,7139072,7831994,1985919,8051918,7862539,10847215,9190820,5239575,8959962,6118820,2807970,6686803,1559914,12630457,7111917,7300960,4623570,8838947,3546220,6393852,5355551,3121099,3610035,4811007,6725655,5210387,12279207,2894263,1663798,5358221,14999950,11915354,19045060
