3066634,2201093,26391385,9672422,17320743,6239363,14088686,15889835,18425118,28827463,13488435,40597388,8061480,26064547,5502013,16990504,12442456,4809503,15769014,6248996,20271691,27588853,19223999,5703597,8654870,16426672,14233111,2740964,3878410,10322274,3211779,14917076,22864106,17881746,4723525,14113426,19514199,23135712,30139694,24719746,13811059,39831672,9749599,15601425,11031473,19559637,23584414,27730554,13601693,23900734,13622410,9720096,4690194,8147274,8942498,7373030,3446903,9754692,14390178,11579665,9526078,10140419,29832459,10595739,16323797,2893009,26160374,20537404,7040955,14584680,5059663,6712058,13976388,29630767,9615701,12081847,16195570,14125389,14411331,20850547,47877970,17701175,19825996,16133906,13657314,16164270,5658832,8958182,11832190,24836646,4564250,19463899,21833716,35525640,18497529,17593709,24472869,10601762,8943637,9996217
27599644,26288715,17876219,34572809,31886000,46967942,32953314,26610283,46844820,23602465,40080324,44138362,27307062,48387814,53714145,19145628,70200155,31600422,61920950,27525346,32246763,21935613,34345179,24668946,26749300,17069245,47095819,22292471,16913139,19151765,13645807,29478043,21783098,21352418,18908322,2646820,6924769,22103912,16625016,44568802,36076108,30926294,9973285,4227628,30904758,24250676,49052490,44947803,61676867,16361174,9361783,25036022,34726144,53185054,25426254,25994502,20943669,1839870,24853992,13162283,32211495,34194145,3803404,23038189,37236573,26302257,44276959,32104929,31478086,61150990,36521839,10111950,57781868,13206075,6385901,12340273,3066779,10360010,38418264,8493743,10093520,18051565,38623013,27464792,24289523,28405156,45369149,40151685,32993449,11419058,13064010,11625577,51688769,52546391,38836148,9892199,22508583,8418422,29566899,21855314
43405844,66552591,45241345,65333694,36075001,16761140,4053104,25949855,41511876,9290630,73102529,63475648,38998236,27311949,24977536,26468903,49017579,129577256,121578605,64507999,39155469,32271208,11232434,50138653,41533769,23763933,46743480,15960694,39793833,34961544,44031708,31754053,10587094,36989604,30678298,52871539,55254148,21470020,83129281,36171994,44504723,49247922,30953394,19640744,71133432,38161431,45348435,42697141,19756552,46082024,88133339,52687923,20814694,87089940,73090341,15574343,86858477,41349131,26814671,63538513,26670873,82609249,16391030,52981379,14152722,42923954,46439229,26607372,18635578,48720604,62094987,37401439,16901014,41793439,16817708,49663579,29451547,41501469,57527983,43142475,19637976,44822159,48227257,56853020,64364040,90606739,32837391,29124678,31844139,49939960,17659679,89979956,24501990,104582821,57943517,49728966,78112861,29013541,24525214,34495936



114458,88024,102808,115731,163250,92035,126543,141087,252795,210555,144066,238334,186455,117519,131679,116933,151281,123627,83437,115700,119684,134470,138740,139236,86261,109035,157650,100466,118061,88300,155792,139212,162491,114607,156866,111347,150584,170598,157635,112553,112423,151311,174324,135034,149145,123440,161262,115526,153438,103622,100491,115466,71146,101014,94350,183358,113004,101856,102203,92924,76911,84537,90333,117961,121343,185551,120697,132400,100428,106244,121010,95769,133972,159802,154423,120678,117381,118571,123174,131383,126978,105493,131549,158073,120667,217703,179958,253065,345733,280008,154695,257467,208932,298934,250572,262372,181813,181807,147959,139899
233152,391225,286796,367723,245323,391398,370706,450072,356101,235618,228509,249614,348902,360351,331724,273888,363394,252095,299224,292021,366122,309729,176488,360801,255510,239858,250080,222697,293166,310251,344410,312518,184579,384570,195002,288618,335364,141061,317640,362314,420968,350318,225311,423165,464068,443421,290438,397125,183555,350516,465711,475393,310184,355545,223826,321344,159181,277320,314013,317374,435144,330497,306830,402445,270209,304757,291002,201336,192758,284288,213495,281716,292717,397076,262660,192420,296174,310915,181210,216187,323063,207387,315617,191138,319836,250278,222082,207993,162866,236364,188129,390929,205929,315133,296544,299775,279949,245216,241689,224020
398893,619924,801730,396932,581783,334692,480290,651116,465296,509472,543688,608647,410156,551863,400046,637717,449409,454172,450731,496205,561348,610400,748638,490088,657890,394760,582872,470953,571942,646580,524715,409370,552033,419221,485183,430979,478597,357085,439245,289117,484986,409523,641055,514047,296630,580682,522692,428616,570392,538590,539345,543080,460347,642311,597283,328399,660270,425227,358349,517590,509315,628939,707176,793141,598002,467196,666998,893375,385556,598192,575363,562495,417805,515782,457406,866111,401576,634928,641627,686955,769592,732892,485334,835823,598814,590704,540096,456093,831878,879454,580838,621129,491729,535384,815673,429236,562746,456101,424472,536726
1108299,1283411,1119340,1439463,1387508,1528221,1165130,845301,919778,1390769,1187135,1405971,1466919,1531764,1560320,835175,1327279,1076269,1489864,995717,1462267,1341856,1410751,963625,1154648,1056456,1046076,948284,1160194,1462879,1547326,681730,1216435,694899,1053630,1284364,1463295,865097,1195267,1313915,790471,1062785,971671,875887,952841,1165412,1000823,1233633,1444529,773247,967176,909755,927936,1240493,1016380,1358986,927210,1593987,1003915,1018195,1095845,1408528,1375845,1219005,759021,640089,1450728,1003221,1124441,1391143,640633,1081748,1033810,994745,1306713,783199,1712401,1516810,1131300,1127002,1039811,1368505,1212742,902862,1217355,844088,1002216,1247317,734921,1107689,1034026,935334,835266,1080585,868801,875036,1530929,1331900,969529,1086629
2840853,2808650,2802208,2779325,4207237,1895506,2664335,2168145,3380435,2466740,2558358,2309220,2935858,1816425,3079579,2621109,1880649,2057926,2354598,1633253,2314648,2251833,1872899,1943820,2636635,2100753,2576163,1526757,2611021,2712193,2023096,1532412,1807881,2202858,2791918,2135603,2886377,3197426,1988872,1763841,2126857,2428669,2278271,1860156,1749353,2217284,2111462,3165716,2387426,2411151,1929015,2752259,2352647,2566104,3030758,2731447,1994099,2554229,2094483,2403760,2928916,1762403,2785577,2919974,1870529,3047215,2430384,2127201,3111098,2961457,2083467,2803116,2683387,2057636,2782752,3281344,2290761,2834434,2739935,2762458,3235899,2078618,2973340,2327896,3889997,2601257,2719803,3002161,3148360,3584469,2285154,2096861,1880764,2843019,3471266,2574338,2240298,2424511,2854871,3564644
4833497,7392947,6485230,5827207,4586285,4705028,4703114,5698773,5109812,4077292,6105315,5363261,4643670,6771121,5286350,4044303,6609190,6055481,3738021,5318280,3724125,4699582,4192910,6573708,4174053,4101168,4316885,5318376,5398740,3310879,3101253,5412248,4685696,5231918,5918969,5838575,5370245,5805324,5590758,3655585,3633290,4224645,6268789,5903174,6266462,5685431,4964018,4306194,6663633,4615233,4622525,4262794,3907384,5482528,6481561,3974294,4664348,3560224,5451426,3839192,4216195,6217364,4634064,5340669,5293663,7682064,6316518,6082591,5677083,4908870,6106575,5907970,6744588,3991256,6169017,4121092,4194874,5038325,3352302,5208396,6097042,6444999,5516476,3742554,5251599,3524567,5829981,4074397,3683347,4643970,4485355,4880749,5339601,4027231,3752364,6328995,2903862,6318126,3563344,6246760
8981516,11847004,12186005,9464779,14549344,8815777,10479667,12680639,9084757,9879579,7730285,10332633,8304173,11415392,8078199,12837902,7531373,7304056,8031782,11150386,11138860,7864172,8365060,11231131,8779748,12672214,9660504,8943347,11786606,10994103,9127494,6468955,14485020,14641934,14500174,12487152,10057776,11411657,7407077,11363123,12228980,8886060,12175273,14396697,14551750,10358042,12545079,7298933,7338461,10671302,7970546,9728383,10623276,7900586,9804526,8041249,8186957,11023134,11615255,11145068,8836499,8922492,9325694,13503405,8522444,7477826,10704590,10677056,7470462,7529029,10430739,11854204,8082376,7706111,9591089,10890323,5505337,10609865,11731569,12628800,8004053,8699917,10147614,8102052,7808509,12921322,11147109,9003798,9848049,8800619,8028563,8083576,10002590,6949454,6667515,10482299,11342852,8695077,6191879,10267916
17560037,25621939,16588721,26388050,16667606,17631327,16393147,22186681,22531468,14017190,27463624,19384913,17703193,14418223,18152639,12918546,14776992,20841069,19294888,18866147,25565911,13451063,14373268,23219270,14165756,22625799,20117116,18623614,21944325,18949535,19949676,16947617,18990399,22581682,14183655,24836378,13963277,21257952,17617369,14527662,11958247,15152340,21099812,15219394,18363300,23165442,29961467,14655603,22618056,14858018,19409933,23648284,20129296,17630063,16126802,16091447,19563989,24904204,29981625,20965022,18416483,13334999,9567461,18220941,19829817,18978450,27382084,22218587,18463021,21478023,13183269,14038801,15172768,15566315,14950790,21054926,12618886,20512926,16189673,17919592,14426729,12559637,24523009,21975703,23550488,13116919,21721984,16231602,19350442,21349487,21541429,17737956,15716040,17731253,13907053,15328271,13978005,17921545,31485684,22000678
24918129,35560286,31011747,45456826,50612146,30304395,36058685,33029149,36077187,25741365,31394795,48768959,26893253,30662087,28764048,25789950,40767873,32797794,44924900,30058535,24590542,36330148,24826481,41477020,52146170,24255555,31410275,35407932,46109607,46308567,33287215,51299393,46130637,28848171,34100298,39667232,31432582,40983769,51425952,41202504,39716807,47307222,41798325,46864771,32174933,29662925,35263519,43066432,28243541,36020412,46807698,36052237,38736469,45744261,46385453,33791530,30404511,48718136,37072365,42315233,37675316,31950657,37276958,39804752,29493595,38067785,29154607,47200231,28904512,42678664,37892018,31647899,45319087,42885054,33440714,38992090,36621889,46133040,43242721,44677296,30792483,34369784,52942519,50570027,38949484,46865076,52323215,58908501,50263156,40230319,32839368,36105523,34876090,53420720,45625414,44042468,43286500,33612133,49746731,33661056
